type,firm_name,contact_name,position,phone,email,linkedin,website,address,state,source_url
firm,Deborah Awyzio Mediation,,,,,,https://deborahawyziomediation.com.au/,"Quay Central, Holmes Chambers, Level 14/95 N Quay, Brisbane City QLD 4000",QLD,https://www.familylaw.com.au/law-practice/deborah-awyzio-mediation/
lawyer,Deborah Awyzio Mediation,Deborah Awyzio,Principal,,,https://www.linkedin.com/in/deborah-awyzio-398a421b/,https://deborahawyziomediation.com.au/,"Quay Central, Holmes Chambers, Level 14/95 N Quay, Brisbane City QLD 4000",QLD,https://www.familylaw.com.au/lawyer/deborah-awyzio/
firm,Delaney & Delaney,,,,admin@delaneyanddelaney.com.au,,http://www.delaneyanddelaney.com.au/,"level 7/231 N Quay, Brisbane City QLD 4000",QLD,https://www.familylaw.com.au/law-practice/delaney-delaney/
lawyer,Delaney & Delaney,Fiona Kennedy,Principal,,,https://au.linkedin.com/in/fiona-kennedy-87214435,http://www.delaneyanddelaney.com.au/,"level 7/231 N Quay, Brisbane City QLD 4000",QLD,https://www.familylaw.com.au/lawyer/fiona-kennedy/
firm,Delaney Roberts Family Lawyers,,,,,,https://delaneyrobertsfamilylawyers.com.au,"Telstra Civic, Suite 1, Level 2/317 Hunter St, Newcastle NSW 2300",NSW,https://www.familylaw.com.au/law-practice/delaney-roberts-family-lawyers/
lawyer,Delaney Roberts Family Lawyers,Clare McAteer,Senior Associate,,,https://www.linkedin.com/in/clare-mcateer-b318b9147/,https://delaneyrobertsfamilylawyers.com.au,"Telstra Civic, Suite 1, Level 2/317 Hunter St, Newcastle NSW 2300",NSW,https://www.familylaw.com.au/lawyer/clare-mcateer/
lawyer,Delaney Roberts Family Lawyers,Marie Hayter,Special Counsel,,,https://www.linkedin.com/in/marie-hayter-16895523/,https://delaneyrobertsfamilylawyers.com.au,"Telstra Civic, Suite 1, Level 2/317 Hunter St, Newcastle NSW 2300",NSW,https://www.familylaw.com.au/lawyer/marie-hayter/
lawyer,Delaney Roberts Family Lawyers,Linsey Jay Wilson,Principal Solicitor,,,https://www.linkedin.com/in/linseyjwilson/,https://delaneyrobertsfamilylawyers.com.au,"Telstra Civic, Suite 1, Level 2/317 Hunter St, Newcastle NSW 2300",NSW,https://www.familylaw.com.au/lawyer/linsey-jay-wilson/
lawyer,Delaney Roberts Family Lawyers,Monique Ashley Allan,Senior Associate,,,https://au.linkedin.com/in/monique-allan-8650a9101,https://delaneyrobertsfamilylawyers.com.au,"Telstra Civic, Suite 1, Level 2/317 Hunter St, Newcastle NSW 2300",NSW,https://www.familylaw.com.au/lawyer/monique-ashley-allan/
firm,Dennis Paltos,,,,office@dpfl.au,,https://www.dpfl.au,PO Box 20951 World Square Sydney NSW 2002,NSW,https://www.familylaw.com.au/law-practice/dennis-paltos/
lawyer,Dennis Paltos,Dennis Paltos,Principal,,,https://au.linkedin.com/in/dennis-paltos-2b395714a,https://www.dpfl.au,PO Box 20951 World Square Sydney NSW 2002,NSW,https://www.familylaw.com.au/lawyer/dennis-paltos/
firm,Dettmann Phair Lawyers,,,,enquiries@dettmanns.com,,https://dettmanns.com.au,"85/47 Neridah St, Chatswood NSW 2067",NSW,https://www.familylaw.com.au/law-practice/dettmann-phair-lawyers/
lawyer,Dettmann Phair Lawyers,Damian Grant Phair,Principal,,,https://au.linkedin.com/in/damian-phair-793a3754,https://dettmanns.com.au,"85/47 Neridah St, Chatswood NSW 2067",NSW,https://www.familylaw.com.au/lawyer/damian-grant-phair/
firm,Dever’s List,,,,pdever@vicbar.com.au,,https://www.deverslist.com.au/,"205 William St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/law-practice/devers-list/
lawyer,Dever’s List,John Hall,Barrister,,,https://au.linkedin.com/in/john-hall-772b403b,https://www.deverslist.com.au/,"205 William St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/john-hall/
firm,Diamond Conway,,,,mail@diamondconway.com.au,,https://diamondconway.com.au,"Level 5/44 Market St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/law-practice/diamond-conway/
lawyer,Diamond Conway,Tom Anthony Doumanis,Partner,,,https://www.linkedin.com/in/tom-doumanis-oam-76125520/,https://diamondconway.com.au,"Level 5/44 Market St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/tom-anthony-doumanis/
firm,Diana Perla & Associates,,,,,,https://dianaperla.com.au,"308/3 Waverley Street, Bondi Junction, NSW 2022",NSW,https://www.familylaw.com.au/law-practice/diana-perla-associates/
lawyer,Diana Perla & Associates,Diana Perla,Principal,,,https://au.linkedin.com/in/diana-perla-24058627,https://dianaperla.com.au,"308/3 Waverley Street, Bondi Junction, NSW 2022",NSW,https://www.familylaw.com.au/lawyer/diana-perla/
firm,Dignan & Hanrahan Solicitors,,,,,,https://dignan.com.au,"3/121 Queen St, Campbelltown NSW 2560",NSW,https://www.familylaw.com.au/law-practice/dignan-hanrahan-solicitors/
lawyer,Dignan & Hanrahan Solicitors,David James Duncombe,Principal,,,https://au.linkedin.com/in/david-duncombe-45330223,https://dignan.com.au,"3/121 Queen St, Campbelltown NSW 2560",NSW,https://www.familylaw.com.au/lawyer/david-james-duncombe/
firm,Dignity EDR,,,,info@dignityedr.com.au,,https://dignityedr.com.au/,"101 Moray St, South Melbourne VIC 3205",VIC,https://www.familylaw.com.au/law-practice/dignity-edr/
lawyer,Dignity EDR,Barry Berger,Principal,,,https://au.linkedin.com/in/barry-berger-49b584a,https://dignityedr.com.au/,"101 Moray St, South Melbourne VIC 3205",VIC,https://www.familylaw.com.au/lawyer/barry-berger/
lawyer,Dignity EDR,Leon Berger,Principal,,,https://au.linkedin.com/in/leon-berger,https://dignityedr.com.au/,"101 Moray St, South Melbourne VIC 3205",VIC,https://www.familylaw.com.au/lawyer/leon-berger/
firm,Dimocks Family Lawyers,,,,admin@dimockslaw.com.au,,https://dimockslaw.com.au,"17 Castlereagh St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/law-practice/dimocks-family-lawyers/
lawyer,Dimocks Family Lawyers,James Robert Richardson,Special Counsel,,,https://au.linkedin.com/company/dimocks-family-lawyers,https://dimockslaw.com.au,"17 Castlereagh St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/james-robert-richardson/
lawyer,Dimocks Family Lawyers,Christopher Dimock,Principal,,,https://au.linkedin.com/in/chris-dimock-b250bb12,https://dimockslaw.com.au,"17 Castlereagh St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/christopher-dimock/
firm,Divorce Hub Legal,,,,info@divorcehub.com.au,,https://www.divorcehub.com.au/,QLD,QLD,https://www.familylaw.com.au/law-practice/divorce-hub-legal/
lawyer,Divorce Hub Legal,Jennifer Hetherington,Managing Director,,,https://au.linkedin.com/in/jennifer-hetherington-family-law-mediator-and-collaborative-lawyer,https://www.divorcehub.com.au/,QLD,QLD,https://www.familylaw.com.au/lawyer/jennifer-hetherington/
lawyer,Divorce Hub Legal,Nicole Berg,Lawyer,,,https://www.linkedin.com/company/divorce-hub,https://www.divorcehub.com.au/,QLD,QLD,https://www.familylaw.com.au/lawyer/nicole-berg/
firm,Divorce Legal,,,,reception@divorcelegal.com.au,,https://divorcelegal.com.au,"224 Main N Rd, Prospect SA 5082",SA,https://www.familylaw.com.au/law-practice/divorce-legal/
lawyer,Divorce Legal,Selina Nikoloudakis,Principal,,,https://www.linkedin.com/in/familylawyerselinanikoloudakis/,https://divorcelegal.com.au,"224 Main N Rd, Prospect SA 5082",SA,https://www.familylaw.com.au/lawyer/selina-nikoloudakis/
firm,DLT Legal,,,,,,https://www.dltlegal.com.au/,"Suite 4/1026 Heidelberg Rd, Ivanhoe VIC 3079",VIC,https://www.familylaw.com.au/law-practice/dlt-legal/
lawyer,DLT Legal,Debra Twigg,Principal,,,https://au.linkedin.com/in/debra-twigg-a85b0864,https://www.dltlegal.com.au/,"Suite 4/1026 Heidelberg Rd, Ivanhoe VIC 3079",VIC,https://www.familylaw.com.au/lawyer/debra-twigg/
firm,Dobinson Davey Clifford Simpson Family Law,,,,mail@ddcslawyers.com.au,,https://ddcslawyers.com.au,18 Kendall Lane Canberra City ACT 2601,ACT,https://www.familylaw.com.au/law-practice/dobinson-davey-clifford-simpson-family-law/
lawyer,Dobinson Davey Clifford Simpson Family Law,Dianne Elizabeth Simpson,Partner,,,https://au.linkedin.com/in/diannesimpson,https://ddcslawyers.com.au,18 Kendall Lane Canberra City ACT 2601,ACT,https://www.familylaw.com.au/lawyer/dianne-elizabeth-simpson/
lawyer,Dobinson Davey Clifford Simpson Family Law,Lois Gai Clifford,Partner,,,https://au.linkedin.com/in/loisclifford,https://ddcslawyers.com.au,18 Kendall Lane Canberra City ACT 2601,ACT,https://www.familylaw.com.au/lawyer/lois-gai-clifford/
lawyer,Dobinson Davey Clifford Simpson Family Law,Emily Clare Tighe,Partner,,,https://au.linkedin.com/in/emily-tighe-54217a97,https://ddcslawyers.com.au,18 Kendall Lane Canberra City ACT 2601,ACT,https://www.familylaw.com.au/lawyer/emily-clare-tighe/
lawyer,Dobinson Davey Clifford Simpson Family Law,Phillip Gregory Davey,Partner,,,https://au.linkedin.com/in/phildavey,https://ddcslawyers.com.au,18 Kendall Lane Canberra City ACT 2601,ACT,https://www.familylaw.com.au/lawyer/phillip-gregory-davey/
lawyer,Dobinson Davey Clifford Simpson Family Law,Julie Anne Dobinson,Managing Partner,,,https://au.linkedin.com/in/juliedobinson,https://ddcslawyers.com.au,18 Kendall Lane Canberra City ACT 2601,ACT,https://www.familylaw.com.au/lawyer/julie-anne-dobinson/
firm,Dong & Partners,,,,assistant@dongandpartners.com.au,,https://www.dongandpartners.com.au,"lvl 45/680 George St, Haymarket NSW 2000",NSW,https://www.familylaw.com.au/law-practice/dong-partners/
lawyer,Dong & Partners,Jiming Dong,Director,,,https://www.linkedin.com/company/dong-and-partners/,https://www.dongandpartners.com.au,"lvl 45/680 George St, Haymarket NSW 2000",NSW,https://www.familylaw.com.au/lawyer/jiming-dong/
firm,Doolan Callaghan Family Lawyers,,,,reception@doolancallaghan.com.au,,https://doolancallaghan.com.au,"19/117 Old Pittwater Rd, Brookvale NSW 2100",NSW,https://www.familylaw.com.au/law-practice/doolan-callaghan-family-lawyers/
lawyer,Doolan Callaghan Family Lawyers,Helen Anne Irga,Solicitor,,,https://au.linkedin.com/in/helen-irga-a30a2723,https://doolancallaghan.com.au,"19/117 Old Pittwater Rd, Brookvale NSW 2100",NSW,https://www.familylaw.com.au/lawyer/helen-anne-irga/
lawyer,Doolan Callaghan Family Lawyers,Deborah Susan Callaghan,Principal,,,https://au.linkedin.com/in/deborah-callaghan-2b5379ba,https://doolancallaghan.com.au,"19/117 Old Pittwater Rd, Brookvale NSW 2100",NSW,https://www.familylaw.com.au/lawyer/deborah-susan-callaghan/
firm,Doolan Wagner Family Lawyers,,,,,,https://www.familylawyersdw.com.au,"Suite 13, Level 3/30 Atchison St, St Leonards NSW 2065",NSW,https://www.familylaw.com.au/law-practice/doolan-wagner-family-lawyers/
lawyer,Doolan Wagner Family Lawyers,Oliver John Lacey,Principal,,,https://www.linkedin.com/in/oliverlacey/,https://www.familylawyersdw.com.au,"Suite 13, Level 3/30 Atchison St, St Leonards NSW 2065",NSW,https://www.familylaw.com.au/lawyer/oliver-john-lacey/
lawyer,Doolan Wagner Family Lawyers,Christine Patricia La Cava,Special Counsel,,,https://www.linkedin.com/in/christine-la-cava-499951169/,https://www.familylawyersdw.com.au,"Suite 13, Level 3/30 Atchison St, St Leonards NSW 2065",NSW,https://www.familylaw.com.au/lawyer/christine-patricia-la-cava/
lawyer,Doolan Wagner Family Lawyers,Lisa Mary Wagner,Special Counsel,,,https://www.linkedin.com/in/lisawagnerdwfl/,https://www.familylawyersdw.com.au,"Suite 13, Level 3/30 Atchison St, St Leonards NSW 2065",NSW,https://www.familylaw.com.au/lawyer/lisa-mary-wagner/
firm,Dore & Webb Lawyers,,,,,,http://www.dorewebb.law/,"29 O’Connell St, Gympie QLD 4570",QLD,https://www.familylaw.com.au/law-practice/dore-webb-lawyers/
lawyer,Dore & Webb Lawyers,Peter Webb,Director,,,https://au.linkedin.com/in/peter-webb-88708793,http://www.dorewebb.law/,"29 O’Connell St, Gympie QLD 4570",QLD,https://www.familylaw.com.au/lawyer/peter-webb/
firm,Dorter Family Lawyers & Mediators,,,,hello@dorterfamilylawyers.com,,https://www.dorterfamilylawyers.com,"3/2 Glen St, Milsons Point NSW 2061",NSW,https://www.familylaw.com.au/law-practice/dorter-family-lawyers-mediators/
lawyer,Dorter Family Lawyers & Mediators,Christopher Palumbo,Partner,,,https://au.linkedin.com/in/christopher-palumbo-7b87476a,https://www.dorterfamilylawyers.com,"3/2 Glen St, Milsons Point NSW 2061",NSW,https://www.familylaw.com.au/lawyer/christopher-palumbo/
lawyer,Dorter Family Lawyers & Mediators,Andrew Alan Johnson,Partner,,,https://www.linkedin.com/in/andrew-johnson-28323645/,https://www.dorterfamilylawyers.com,"3/2 Glen St, Milsons Point NSW 2061",NSW,https://www.familylaw.com.au/lawyer/andrew-alan-johnson/
firm,Dowdle Doorey Lawyers,,,,enquiries@ddlaw.com.au,,https://www.ddlaw.com.au,"Level 3/32 Martin Pl, Sydney NSW 2000",NSW,https://www.familylaw.com.au/law-practice/dowdle-doorey-lawyers/
lawyer,Dowdle Doorey Lawyers,Marc Anthony Dowdle,Director,,,https://au.linkedin.com/in/marc-dowdle-68064a90,https://www.ddlaw.com.au,"Level 3/32 Martin Pl, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/marc-anthony-dowdle/
firm,Doyle’s Family Law & Mediation,,,,reception@doylesfamilylaw.com.au,,https://www.doylesfamilylaw.com.au/,"556/558 Glenferrie Rd, Hawthorn VIC 3122",VIC,https://www.familylaw.com.au/law-practice/doyles-family-law-mediation/
lawyer,Doyle’s Family Law & Mediation,Stephanie Doyle,Principal,,,https://au.linkedin.com/in/stephaniedoyle1,https://www.doylesfamilylaw.com.au/,"556/558 Glenferrie Rd, Hawthorn VIC 3122",VIC,https://www.familylaw.com.au/lawyer/stephanie-doyle/
firm,DS Family Law – Perth,,,,,,https://www.dsfamilylaw.com.au,,,https://www.familylaw.com.au/law-practice/ds-family-law-perth/
lawyer,DS Family Law – Perth,Milos Supljeglav,Managing Director,,,https://au.linkedin.com/in/milos-supljeglav-552830132,https://www.dsfamilylaw.com.au,,,https://www.familylaw.com.au/lawyer/milos-supljeglav/
lawyer,DS Family Law – Perth,Ka Yoon Caley Kim,Senior Associate,,,https://www.linkedin.com/in/caley-kim-112291117/,https://www.dsfamilylaw.com.au,,,https://www.familylaw.com.au/lawyer/ka-yoon-caley-kim/
firm,Dwyer Legal Warrnambool,,,,reception@dwyerlegal.com.au,,https://www.dwyerlegal.com.au/,"67 Kepler St, Warrnambool VIC 3280",VIC,https://www.familylaw.com.au/law-practice/dwyer-legal-warrnambool/
lawyer,Dwyer Legal Warrnambool,Anthony (Tony) Robinson,Consultant,,,https://au.linkedin.com/company/dwyer-robinson-pty-ltd,https://www.dwyerlegal.com.au/,"67 Kepler St, Warrnambool VIC 3280",VIC,https://www.familylaw.com.au/lawyer/anthony-tony-robinson/
firm,Ebejer & Associates Lawyers,,,,reception@ebejerlawyers.com.au,,https://ebejerlawyers.com.au/,"6/19 Synnot St, Werribee VIC 3030",VIC,https://www.familylaw.com.au/law-practice/ebejer-associates-lawyers/
lawyer,Ebejer & Associates Lawyers,Marlene Ebejer,Principal,,,https://au.linkedin.com/in/marlene-ebejer-3076b75a,https://ebejerlawyers.com.au/,"6/19 Synnot St, Werribee VIC 3030",VIC,https://www.familylaw.com.au/lawyer/marlene-ebejer/
firm,ECG Legal,,,,enis@ecglegal.com.au,,https://www.ecglegal.com.au,"The Hub, Suite 1201, Level 1/31 Lasso Rd, Gledswood Hills NSW 2557",NSW,https://www.familylaw.com.au/law-practice/ecg-legal/
lawyer,ECG Legal,Enis Can Goktepe,Principal Solicitor,,,https://au.linkedin.com/in/enis-goktepe-26030598,https://www.ecglegal.com.au,"The Hub, Suite 1201, Level 1/31 Lasso Rd, Gledswood Hills NSW 2557",NSW,https://www.familylaw.com.au/lawyer/enis-can-goktepe/
firm,Ede Family Law,,,,helen.ede@edefamilylaw.com.au,,https://edefamilylaw.com.au,"Level 25/100 Mount St, North Sydney NSW 2060",NSW,https://www.familylaw.com.au/law-practice/ede-family-law/
lawyer,Ede Family Law,Helen Maree Ede,Principal,,,https://www.linkedin.com/in/helen-ede-86b75597/,https://edefamilylaw.com.au,"Level 25/100 Mount St, North Sydney NSW 2060",NSW,https://www.familylaw.com.au/lawyer/helen-maree-ede/
firm,Edwards Moloney Family Law,,,,office@edwardsfamilylawyers.com.au,,https://edwardsfamilylawyers.com.au,"Suite 10-02, 65 Berry Street North Sydney, NSW 2060",NSW,https://www.familylaw.com.au/law-practice/edwards-moloney-family-law/
lawyer,Edwards Moloney Family Law,Michael John Moloney,Partner,,,https://au.linkedin.com/in/michael-moloney-289968116,https://edwardsfamilylawyers.com.au,"Suite 10-02, 65 Berry Street North Sydney, NSW 2060",NSW,https://www.familylaw.com.au/lawyer/michael-john-moloney/
lawyer,Edwards Moloney Family Law,Lachlan James Jackson,Senior Associate,,,https://au.linkedin.com/in/lachlan-jackson-07996498,https://edwardsfamilylawyers.com.au,"Suite 10-02, 65 Berry Street North Sydney, NSW 2060",NSW,https://www.familylaw.com.au/lawyer/lachlan-james-jackson/
lawyer,Edwards Moloney Family Law,Nicholas Bradley Gibbs,Senior Associate,,,https://au.linkedin.com/in/nicholas-gibbs-0123,https://edwardsfamilylawyers.com.au,"Suite 10-02, 65 Berry Street North Sydney, NSW 2060",NSW,https://www.familylaw.com.au/lawyer/nicholas-bradley-gibbs/
lawyer,Edwards Moloney Family Law,Frances Mary Edwards,Partner,,,https://au.linkedin.com/in/frances-edwards-1ab38924,https://edwardsfamilylawyers.com.au,"Suite 10-02, 65 Berry Street North Sydney, NSW 2060",NSW,https://www.familylaw.com.au/lawyer/frances-mary-edwards/
firm,Elizabeth Evatt Chambers,,,,clerk@eechambers.com.au,,https://eechambers.com.au,"75 Angas St, Adelaide SA 5000",SA,https://www.familylaw.com.au/law-practice/elizabeth-evatt-chambers/
lawyer,Elizabeth Evatt Chambers,Jane Miller,Barrister,,,https://www.linkedin.com/in/jane-miller-05792b37/,https://eechambers.com.au,"75 Angas St, Adelaide SA 5000",SA,https://www.familylaw.com.au/lawyer/jane-miller/
firm,Elsum Family Law,,,,info@elsumfamilylaw.com.au,,https://elsumfamilylaw.com.au/,"Level 1/533 Little Lonsdale St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/law-practice/elsum-family-law/
lawyer,Elsum Family Law,Coralee Elsum,Principal,,,https://au.linkedin.com/in/coralee-elsum-69685152,https://elsumfamilylaw.com.au/,"Level 1/533 Little Lonsdale St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/coralee-elsum/
firm,Emalene Gemmell Family Law,,,,,,https://egfamilylaw.com.au,"9/108 Dangar St, Armidale NSW 2350",NSW,https://www.familylaw.com.au/law-practice/emalene-gemmell-family-law/
lawyer,Emalene Gemmell Family Law,Emalene Tryphine Gemmell,Principal,,,https://au.linkedin.com/in/emalene-gemmell-2885a7192,https://egfamilylaw.com.au,"9/108 Dangar St, Armidale NSW 2350",NSW,https://www.familylaw.com.au/lawyer/emalene-tryphine-gemmell/
firm,Emera Family Law,,,,info@emerafamilylaw.com.au,,https://www.emerafamilylaw.com.au/,"Level 11/456 Lonsdale St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/law-practice/emera-family-law/
lawyer,Emera Family Law,Nicky Neville-Jones,Senior Lawyer,,,https://au.linkedin.com/in/nickyneville-jones,https://www.emerafamilylaw.com.au/,"Level 11/456 Lonsdale St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/nicky-neville-jones/
firm,Emma House (Non-profit),,,,,,https://www.emmahouse.org.au/,"Unit 131/133 Kepler St, Warrnambool VIC 3280",VIC,https://www.familylaw.com.au/law-practice/emma-house-non-profit/
lawyer,Emma House (Non-profit),Nerida Mulvey,Principal,,,https://au.linkedin.com/in/nerida-mulvey-60864734,https://www.emmahouse.org.au/,"Unit 131/133 Kepler St, Warrnambool VIC 3280",VIC,https://www.familylaw.com.au/lawyer/nerida-mulvey/
firm,enTrust Law,,,,msheehan@sheehanco.com.au,,https://entrustlaw.com.au/,"106 Heeney St, Chinchilla QLD 4413",QLD,https://www.familylaw.com.au/law-practice/entrust-law/
lawyer,enTrust Law,Michele Sheehan,Director,,,https://au.linkedin.com/in/michelesheehan,https://entrustlaw.com.au/,"106 Heeney St, Chinchilla QLD 4413",QLD,https://www.familylaw.com.au/lawyer/michele-sheehan/
firm,Evans Brandon Family Lawyers,,,,admin@evansbrandon.com.au,,https://www.evansbrandonfamilylawyers.com.au/,"Evandale Place, Level 2/142 Bundall Rd, Bundall QLD 4217",QLD,https://www.familylaw.com.au/law-practice/evans-brandon-family-lawyers/
lawyer,Evans Brandon Family Lawyers,Guy Neilson,Partner,,,https://au.linkedin.com/in/guy-neilson-9a9949b4,https://www.evansbrandonfamilylawyers.com.au/,"Evandale Place, Level 2/142 Bundall Rd, Bundall QLD 4217",QLD,https://www.familylaw.com.au/lawyer/guy-neilson/
lawyer,Evans Brandon Family Lawyers,Dean Evans,Partner,,,https://au.linkedin.com/in/deanevans3,https://www.evansbrandonfamilylawyers.com.au/,"Evandale Place, Level 2/142 Bundall Rd, Bundall QLD 4217",QLD,https://www.familylaw.com.au/lawyer/dean-evans/
lawyer,Evans Brandon Family Lawyers,Luke Brandon,Partner,,,https://au.linkedin.com/in/luke-brandon-4b213762,https://www.evansbrandonfamilylawyers.com.au/,"Evandale Place, Level 2/142 Bundall Rd, Bundall QLD 4217",QLD,https://www.familylaw.com.au/lawyer/luke-brandon/
firm,Everett’s Family Law,,,,,,https://www.localsearch.com.au/profile/everett-s-family-law/mackay-qld-4740/m1Ae,"Unit 4/13 Sydney St, Mackay QLD 4740",QLD,https://www.familylaw.com.au/law-practice/everetts-family-law/
lawyer,Everett’s Family Law,Kristyn Everett,Principal,,,https://www.linkedin.com/in/kristyn-everett-45646578/,https://www.localsearch.com.au/profile/everett-s-family-law/mackay-qld-4740/m1Ae,"Unit 4/13 Sydney St, Mackay QLD 4740",QLD,https://www.familylaw.com.au/lawyer/kristyn-everett/
firm,Evolve Family Lawyers,,,,info@evolvefamilylawyers.com.au,,https://evolvefamilylawyers.com.au,"Level 21/133 Castlereagh St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/law-practice/evolve-family-lawyers/
lawyer,Evolve Family Lawyers,Geovanna Raquel Jammo,Director,,,https://au.linkedin.com/in/geovannajammo,https://evolvefamilylawyers.com.au,"Level 21/133 Castlereagh St, Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/geovanna-raquel-jammo/
firm,Fair Family Law,,,,info@fairfamilylaw.com.au,,https://fairfamilylaw.com.au/,"Level 11/456 Lonsdale St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/law-practice/fair-family-law/
lawyer,Fair Family Law,Gordon Johns,Principal,,,https://au.linkedin.com/in/gordon-johns-02532bbb,https://fairfamilylaw.com.au/,"Level 11/456 Lonsdale St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/gordon-johns/
firm,Fairbank Lawyers,,,,fairbanklawyers@gmail.com,,https://www.fairbanklawyers.com.au/,"Level 11/456 Lonsdale St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/law-practice/fairbank-lawyers/
lawyer,Fairbank Lawyers,Shalini Mendis,Principal,,,https://au.linkedin.com/in/shalini-mendis,https://www.fairbanklawyers.com.au/,"Level 11/456 Lonsdale St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/lawyer/shalini-mendis/
firm,Fallu McMillan Lawyers,,,,,,http://www.fmlaw.com.au/,"233 Brisbane St, Ipswich QLD 4305",QLD,https://www.familylaw.com.au/law-practice/fallu-mcmillan-lawyers/
lawyer,Fallu McMillan Lawyers,Amity Anderson,Director,,,https://au.linkedin.com/in/amity-anderson-8798b4112,http://www.fmlaw.com.au/,"233 Brisbane St, Ipswich QLD 4305",QLD,https://www.familylaw.com.au/lawyer/amity-anderson/
lawyer,Fallu McMillan Lawyers,David Love,Director,,,https://au.linkedin.com/in/david-love-ab060b26,http://www.fmlaw.com.au/,"233 Brisbane St, Ipswich QLD 4305",QLD,https://www.familylaw.com.au/lawyer/david-love/
firm,Family Focus Legal,,,,,,https://familyfocuslegal.com.au,"68 John St, Camden NSW 2570",NSW,https://www.familylaw.com.au/law-practice/family-focus-legal/
lawyer,Family Focus Legal,Rebekah Gates,Principal Solicitor,,,https://au.linkedin.com/in/rebekah-gates-b9372b99,https://familyfocuslegal.com.au,"68 John St, Camden NSW 2570",NSW,https://www.familylaw.com.au/lawyer/rebekah-gates/
firm,Family Law Group Solicitors,,,,,,https://www.familylawgroup.com.au/,"Unit 9/5 Poinciana St, Caboolture South QLD 4510",QLD,https://www.familylaw.com.au/law-practice/family-law-group-solicitors/
lawyer,Family Law Group Solicitors,Hayley Cunningham,Director,,,https://au.linkedin.com/in/hayley-cunningham-104ba720,https://www.familylawgroup.com.au/,"Unit 9/5 Poinciana St, Caboolture South QLD 4510",QLD,https://www.familylaw.com.au/lawyer/hayley-cunningham/
firm,Family Law Matters,,,,hello@familylawmatters.com.au,,https://familylawmatters.com.au,"87a Cronulla St, Cronulla NSW 2230",NSW,https://www.familylaw.com.au/law-practice/family-law-matters/
lawyer,Family Law Matters,Antonella Claudia Sanderson,Principal Solicitor,,,https://au.linkedin.com/in/antonella-sanderson-2b3a967,https://familylawmatters.com.au,"87a Cronulla St, Cronulla NSW 2230",NSW,https://www.familylaw.com.au/lawyer/antonella-claudia-sanderson/
firm,Family Law Planning,,,,info@flplegal.com.au,,https://www.familylawplanning.com.au/,"Suite 2, Level 10, 46 Edward Street, Brisbane Qld 4000",,https://www.familylaw.com.au/law-practice/family-law-planning/
lawyer,Family Law Planning,Joseph Healy,Director,,,https://au.linkedin.com/in/brisbane-family-law-specialist,https://www.familylawplanning.com.au/,"Suite 2, Level 10, 46 Edward Street, Brisbane Qld 4000",,https://www.familylaw.com.au/lawyer/joseph-healy/
firm,Family Law Solutions,,,,info@familylawsol.com.au,,https://familylawsol.com.au/,,,https://www.familylaw.com.au/law-practice/family-law-solutions/
lawyer,Family Law Solutions,Bernadette Farnell,Principal,,,https://au.linkedin.com/in/bernadette-farnell-3260129a,https://familylawsol.com.au/,,,https://www.familylaw.com.au/lawyer/bernadette-farnell/
firm,Farrar Gesini Dunn (NSW),,,,,,https://www.fgd.com.au,"Suite 5.01, 2 Bligh Street Sydney NSW 2000",NSW,https://www.familylaw.com.au/law-practice/farrar-gesini-dunn/
lawyer,Farrar Gesini Dunn (NSW),Angela Li,Lawyer,,,https://au.linkedin.com/company/farrar-gesini-dunn,https://www.fgd.com.au,"Suite 5.01, 2 Bligh Street Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/angela-li/
lawyer,Farrar Gesini Dunn (NSW),Julie Nessworthy,Director,,,https://au.linkedin.com/company/farrar-gesini-dunn,https://www.fgd.com.au,"Suite 5.01, 2 Bligh Street Sydney NSW 2000",NSW,https://www.familylaw.com.au/lawyer/julie-nessworthy/
firm,Farrar Gesini Dunn (VIC),,,,welcome@fgd.com.au,,https://www.fgd.com.au/family-law/family-lawyers/melbourne,"Suite 3, Level 15/385 Bourke St, Melbourne VIC 3000",VIC,https://www.familylaw.com.au/law-practice/farrar-gesini-dunn-melbourne/
